id,answer
24,"The characteristic polynomial of \(A\) is
\[
p(\lambda)=\det(A-\lambda I)
=\det\begin{pmatrix}2-\lambda&0&0\\1&2-\lambda&-1\\1&3&-2-\lambda\end{pmatrix}
=(2-\lambda)\bigl((2-\lambda)(-2-\lambda)-(-1)\cdot3\bigr)
=(2-\lambda)(\lambda^2-1).
\]
Hence
\[
p(\lambda)=-(\lambda-2)(\lambda-1)(\lambda+1),
\]
and the eigenvalues are
\[
\lambda_1=2,\quad \lambda_2=1,\quad \lambda_3=-1.
\]

1. \(\lambda=2\):  
\[
A-2I=\begin{pmatrix}0&0&0\\1&0&-1\\1&3&-4\end{pmatrix}, 
\quad
(A-2I)x=0
\;\Longrightarrow\;
\begin{cases}
x_1=x_3,\\
x_3+3x_2-4x_3=0\;\Rightarrow\;x_2=x_3.
\end{cases}
\]
Basis of \(E_{2}=\ker(A-2I)\):
\[
v_{2}=\begin{pmatrix}1\\1\\1\end{pmatrix}.
\]

2. \(\lambda=1\):  
\[
A-I=\begin{pmatrix}1&0&0\\1&1&-1\\1&3&-3\end{pmatrix}, 
\quad
(A-I)x=0
\;\Longrightarrow\;
\begin{cases}
x_1=0,\\
x_2=x_3.
\end{cases}
\]
Basis of \(E_{1}=\ker(A-I)\):
\[
v_{1}=\begin{pmatrix}0\\1\\1\end{pmatrix}.
\]

3. \(\lambda=-1\):  
\[
A+I=\begin{pmatrix}3&0&0\\1&3&-1\\1&3&-1\end{pmatrix}, 
\quad
(A+I)x=0
\;\Longrightarrow\;
\begin{cases}
x_1=0,\\
3x_2-x_3=0\;\Rightarrow\;x_3=3x_2.
\end{cases}
\]
Basis of \(E_{-1}=\ker(A+I)\):
\[
v_{-1}=\begin{pmatrix}0\\1\\3\end{pmatrix}.
\]"
25,"We first observe that in order for a real matrix \(A\) to be diagonalized by an orthogonal similarity \(P^{-1}AP=P^TAP\), \(A\) must be symmetric.  Assuming the intended matrix is the symmetric one     
\[
A=\begin{pmatrix}
1&0&-1\\
0&1&-2\\
-1&-2&5
\end{pmatrix},
\]
its characteristic polynomial is  
\[
\det(A-\lambda I)
=\begin{vmatrix}
1-\lambda&0&-1\\
0&1-\lambda&-2\\
-1&-2&5-\lambda
\end{vmatrix}
=(1-\lambda)\bigl((1-\lambda)(5-\lambda)-4\bigr)-\,(1-\lambda)
=(1-\lambda)\lambda(\lambda-6)\,,
\]
so the eigenvalues are
\[
\lambda_1=0,\qquad \lambda_2=1,\qquad\lambda_3=6\,.
\]

We now find an orthonormal eigenbasis:

1.  \(\lambda=0\): solve \(Ax=0\):
\[
x_1=x_3,\quad x_2=2x_3,
\]
so one eigenvector is \(v_1=(1,2,1)^T\).  Normalize:
\[
u_1=\frac1{\sqrt{6}}\,(1,2,1)^T.
\]

2.  \(\lambda=1\): solve \((A-I)x=0\):
\[
x_3=0,\quad x_1=-2x_2,
\]
so \(v_2=(-2,1,0)^T\), and
\[
u_2=\frac1{\sqrt5}\,(-2,1,0)^T.
\]

3.  \(\lambda=6\): solve \((A-6I)x=0\):
\[
x_2=2x_1,\quad x_3=-5x_1,
\]
so \(v_3=(1,2,-5)^T\), and
\[
u_3=\frac1{\sqrt{30}}\,(1,2,-5)^T.
\]

These three vectors are mutually orthonormal.  Set
\[
P=\bigl[u_1\;u_2\;u_3\bigr]
=\begin{pmatrix}
\frac{1}{\sqrt6}&-\frac{2}{\sqrt5}&\frac{1}{\sqrt{30}}\\[1ex]
\frac{2}{\sqrt6}&\frac{1}{\sqrt5}&\frac{2}{\sqrt{30}}\\[1ex]
\frac{1}{\sqrt6}&0&-\frac{5}{\sqrt{30}}
\end{pmatrix}.
\]
Then \(P\) is orthogonal (\(P^{-1}=P^T\)) and
\[
P^T\,A\,P
=\operatorname{diag}(0,\,1,\,6)\,,
\]
as required."
26,"The eigenvalues of  
\(A=\begin{pmatrix}8&-2&2\\2&5&4\\2&4&5\end{pmatrix}\)  
are found from  
\[
\det(A-\lambda I)
=\lambda^3-18\lambda^2+89\lambda-72
=(\lambda-1)(\lambda-8)(\lambda-9)\,,
\]  
so  
\[
\lambda_1=1,\quad\lambda_2=8,\quad\lambda_3=9.
\]

Corresponding eigenvectors may be chosen (and then normalized) as follows:

1. \(\lambda_1=1\):  
   Solve \((A-I)v=0\) ⇒  
   \(v_1=(2,3,-4)^T\),  
   \(\|v_1\|=\sqrt{29}\),  
   \(u_1=\frac{1}{\sqrt{29}}(2,3,-4)^T\).

2. \(\lambda_2=8\):  
   Solve \((A-8I)v=0\) ⇒  
   \(v_2=(-1,2,2)^T\),  
   \(\|v_2\|=3\),  
   \(u_2=\frac{1}{3}(-1,2,2)^T\).

3. \(\lambda_3=9\):  
   Solve \((A-9I)v=0\) ⇒  
   \(v_3=(0,1,1)^T\),  
   \(\|v_3\|=\sqrt2\),  
   \(u_3=\frac{1}{\sqrt2}(0,1,1)^T\).

Form the orthogonal matrix  
\[
P=\begin{pmatrix}
\frac{2}{\sqrt{29}} & -\frac13 & 0\\[6pt]
\frac{3}{\sqrt{29}} & \frac23   & \frac{1}{\sqrt2}\\[6pt]
-\frac{4}{\sqrt{29}}& \frac23   & \frac{1}{\sqrt2}
\end{pmatrix},
\]
and let
\[
D=\operatorname{diag}(1,8,9).
\]
Then
\[
P^T\,A\,P
=D,
\quad
A=P\,D\,P^T
\]
is the desired orthogonal diagonalization."
27,"The matrix  
\(A=\begin{pmatrix}-1&2&2\\2&-1&2\\2&2&-1\end{pmatrix}\)  
is real symmetric, hence orthogonally diagonalizable.  Note that  
\[
A=2J-3I,\qquad J=\begin{pmatrix}1&1&1\\1&1&1\\1&1&1\end{pmatrix},
\]  
and \(J\) has eigenvalues \(3\) (mult.~1) and \(0\) (mult.~2).  Therefore the eigenvalues of \(A\) are  
\[
\lambda_1=2\cdot3-3=3,\quad 
\lambda_2=\lambda_3=2\cdot0-3=-3.
\]  
An orthonormal eigenbasis is:  
\[
v_1=\frac1{\sqrt3}\begin{pmatrix}1\\1\\1\end{pmatrix},\qquad
v_2=\frac1{\sqrt2}\begin{pmatrix}1\\-1\\0\end{pmatrix},\qquad
v_3=\frac1{\sqrt6}\begin{pmatrix}1\\1\\-2\end{pmatrix},
\]  
with  
\[
Av_1=3v_1,\quad Av_2=-3v_2,\quad Av_3=-3v_3.
\]  
Form the orthogonal matrix  
\[
Q=\begin{pmatrix}v_1&v_2&v_3\end{pmatrix}
=\begin{pmatrix}
\frac1{\sqrt3}&\frac1{\sqrt2}&\frac1{\sqrt6}\\
\frac1{\sqrt3}&-\frac1{\sqrt2}&\frac1{\sqrt6}\\
\frac1{\sqrt3}&0&-\frac2{\sqrt6}
\end{pmatrix}.
\]  
Then  
\[
Q^T A\,Q=\operatorname{diag}(3,\,-3,\,-3).
\]"
28,"The Jacobi iteration for 
$$A x=b,\qquad A=\begin{pmatrix}
4&1&-1&1\\
1&4&-1&-1\\
-1&-1&5&1\\
1&-1&1&3
\end{pmatrix},\quad
b=\begin{pmatrix}-2\\-1\\0\\1\end{pmatrix},$$ 
is 
$$x_i^{(k+1)}
=\frac1{a_{ii}}\Bigl(b_i-\sum_{j\neq i}a_{ij}\,x_j^{(k)}\Bigr),\qquad x^{(0)}=\mathbf0.$$

1) \(k=0\to1\): since \(x^{(0)}=0\),
\[
\begin{aligned}
x_1^{(1)}&=\tfrac14(-2)= -\tfrac12,\\
x_2^{(1)}&=\tfrac14(-1)= -\tfrac14,\\
x_3^{(1)}&=\tfrac15(0)=0,\\
x_4^{(1)}&=\tfrac13(1)= \tfrac13,
\end{aligned}
\qquad
x^{(1)}=\begin{pmatrix}-\tfrac12\\-\tfrac14\\0\\\tfrac13\end{pmatrix}.
\]

2) \(k=1\to2\):
\[
\begin{aligned}
x_1^{(2)}
&=\tfrac14\bigl(-2 -x_2^{(1)}+x_3^{(1)}-x_4^{(1)}\bigr)
=\tfrac14\Bigl(-2 +\tfrac14 -\tfrac13\Bigr)
=-\tfrac{25}{48},\\
x_2^{(2)}
&=\tfrac14\bigl(-1 -x_1^{(1)}+x_3^{(1)}+x_4^{(1)}\bigr)
=\tfrac14\Bigl(-1 +\tfrac12 +\tfrac13\Bigr)
=-\tfrac1{24},\\
x_3^{(2)}
&=\tfrac15\bigl(x_1^{(1)}+x_2^{(1)}-x_4^{(1)}\bigr)
=\tfrac15\Bigl(-\tfrac12-\tfrac14-\tfrac13\Bigr)
=-\tfrac{13}{60},\\
x_4^{(2)}
&=\tfrac13\bigl(1 -x_1^{(1)}+x_2^{(1)}-x_3^{(1)}\bigr)
=\tfrac13\Bigl(1+\tfrac12-\tfrac14\Bigr)
=\tfrac5{12},
\end{aligned}
\]
\[
x^{(2)}=\begin{pmatrix}
-\tfrac{25}{48}\\[4pt]-\tfrac1{24}\\[4pt]-\tfrac{13}{60}\\[4pt]\tfrac5{12}
\end{pmatrix}.
\]"
29,"The Gauss–Seidel updates are, for \(k\ge0\),  
\[
x_1^{(k+1)}=\frac1{4}\bigl(-2 -x_2^{(k)}+x_3^{(k)}-x_4^{(k)}\bigr),\quad
x_2^{(k+1)}=\frac1{4}\bigl(-1 -x_1^{(k+1)}+x_3^{(k)}+x_4^{(k)}\bigr),
\]
\[
x_3^{(k+1)}=\frac1{5}\bigl(x_1^{(k+1)}+x_2^{(k+1)}-x_4^{(k)}\bigr),\quad
x_4^{(k+1)}=\frac1{3}\bigl(1 -x_1^{(k+1)}+x_2^{(k+1)}-x_3^{(k+1)}\bigr).
\]
Starting from \(\mathbf x^{(0)}=(0,0,0,0)^T\) one finds:

Iteration \(k=0\to1\):
\[
x_1^{(1)}=\frac{-2-0+0-0}{4}=-\frac12,\quad
x_2^{(1)}=\frac{-1-(-\tfrac12)+0+0}{4}=-\frac18,
\]
\[
x_3^{(1)}=\frac{(-\tfrac12)+(-\tfrac18)-0}{5}=-\frac18,\quad
x_4^{(1)}=\frac{1-(-\tfrac12)+(-\tfrac18)-(-\tfrac18)}{3}=\frac12,
\]
so
\[
\mathbf x^{(1)}=\begin{pmatrix}-\tfrac12\\[4pt]-\tfrac18\\[4pt]-\tfrac18\\[4pt]\tfrac12\end{pmatrix}.
\]

Iteration \(k=1\to2\):
\[
x_1^{(2)}=\frac{-2-(-\tfrac18)+(-\tfrac18)-\tfrac12}{4}=-\frac{5}{8},\quad
x_2^{(2)}=\frac{-1-(-\tfrac{5}{8})+(-\tfrac18)+\tfrac12}{4}=0,
\]
\[
x_3^{(2)}=\frac{(-\tfrac{5}{8})+0-\tfrac12}{5}=-\frac{9}{40},\quad
x_4^{(2)}=\frac{1-(-\tfrac{5}{8})+0-(-\tfrac{9}{40})}{3}=\frac{37}{60},
\]
hence
\[
\mathbf x^{(2)}
=\begin{pmatrix}-\tfrac{5}{8}\\[4pt]0\\[4pt]-\tfrac{9}{40}\\[4pt]\tfrac{37}{60}\end{pmatrix}.
\]"
30,"The Moore–Penrose (and hence a valid {1}-) inverse of  
\(A\in\R^{3\times4}\), \(\rank A=2\), may be obtained by the rank‐factorization  
\[
A = X\,\[
X = \begin{pmatrix}
1 & 0 \\[1ex]
3 & 1 \\[1ex]
2 & 0
\end{pmatrix}, 
\qquad
Y = \begin{pmatrix}
1 & 2 & 4 & 3 \\[1ex]
0 & 1 & 0 & 0
\end{pmatrix},
\]
so that \(A = X\,Y\), \(\;X\in\R^{3\times2}\), \(\;Y\in\R^{2\times4}\), both full‐rank.  Then the Moore–Penrose inverse is
\[
A^+ \;=\;
Y^T\,(Y\,Y^T)^{-1}\,(X^T\,X)^{-1}\,X^T
\;=\;
\begin{pmatrix}
-\,\tfrac1{26}&\;\tfrac1{13}&-\,\tfrac1{13}\\[1ex]
\;\tfrac35&-1&\;\tfrac65\\[1ex]
-\,\tfrac2{13}&\;\tfrac4{13}&-\,\tfrac4{13}\\[1ex]
-\,\tfrac3{26}&\;\tfrac3{13}&-\,\tfrac3{13}
\end{pmatrix},
\]
which indeed satisfies \(A\,A^+\,A=A\)."
31,"The matrix \(A\) has \(\det A=0\) and \(\rank A=2\), so its Moore–Penrose inverse is not the ordinary inverse but the unique \(3\times3\) matrix \(A^+\) satisfying the Penrose equations. One convenient way to compute it is via the identity
\[
A^+ \;=\; A^T\,(A\,A^T)^+.
\]
We first form
\[
B \;=\; A\,A^T
\;=\;
\begin{pmatrix}
5 & 2 & 1\\
2 & 2 & -2\\
1 & -2 & 5
\end{pmatrix},
\]
whose eigenvalues are \(0,6,6\).  Hence
\[
B^+ \;=\;\sum_{\lambda_i\neq0}\frac{1}{\lambda_i}\,u_i\,u_i^T
\;=\;\frac1{6}\,P_{\range(B)}
\;=\;\frac1{36}\,B,
\]
since \(B=6\,P_{\range(B)}\).  Therefore
\[
A^+ \;=\;\frac1{36}\,A^T\,B
\;=\;\frac1{36}
\begin{pmatrix}
1&0&1\\
0&-1&2\\
2&1&0
\end{pmatrix}
\begin{pmatrix}
5&2&1\\2&2&-2\\1&-2&5
\end{pmatrix}
\;=\;\frac1{36}
\begin{pmatrix}
6&0&6\\
0&-6&12\\
12&6&0
\end{pmatrix}.
\]
In simplified form,
\[
\boxed{
A^+ \;=\;
\begin{pmatrix}
\dfrac16 & 0 & \dfrac16\\[1ex]
0 & -\dfrac16 & \dfrac13\\[1ex]
\dfrac13 & \dfrac16 & 0
\end{pmatrix}.
}
\]"
32,"The characteristic polynomial of \(A\) is
\[
\det(A-\lambda I)
= -\lambda^3+5\lambda^2-17\lambda+13
\;\Longrightarrow\;
\lambda^3-5\lambda^2+17\lambda-13=0,
\]
which factors as \((\lambda-1)(\lambda^2-4\lambda+13)=0\).  Hence the eigenvalues are
\[
\lambda_1=1,\qquad
\lambda_{2,3}=2\pm3\,i.
\]

1. \(\lambda_1=1\).  Solve \((A-I)x=0\):
\[
(A-I)=\begin{pmatrix}3&-5&7\\1&-5&9\\-4&0&4\end{pmatrix}
\;\Longrightarrow\;
x_1=x,\;y_1=2x,\;z_1=x.
\]
An eigenvector is
\[
v_1=\begin{pmatrix}1\\2\\1\end{pmatrix}.
\]

2. \(\lambda_2=2+3i\).  Solve \((A-(2+3i)I)v=0\).  One finds
\[
v_2\propto
\begin{pmatrix}\frac{3-3i}4\\[6pt]\frac{5-3i}4\\[4pt]1\end{pmatrix}
\;\sim\;
\begin{pmatrix}3-3i\\5-3i\\4\end{pmatrix}.
\]

3. \(\lambda_3=2-3i\).  By conjugation
\[
v_3\propto
\begin{pmatrix}3+3i\\5+3i\\4\end{pmatrix}.
\]

Summary:

\[
\begin{aligned}
\lambda_1&=1,\quad &
v_1&=\begin{pmatrix}1\\2\\1\end{pmatrix},\\
\lambda_2&=2+3i,\quad &
v_2&=\begin{pmatrix}3-3i\\5-3i\\4\end{pmatrix},\\
\lambda_3&=2-3i,\quad &
v_3&=\begin{pmatrix}3+3i\\5+3i\\4\end{pmatrix}.
\end{aligned}
\]"
33,"The QR–decomposition \(A=QR\) may be obtained by (classical) Gram–Schmidt on the columns of 
\[
A=\begin{pmatrix}
12 & -51 &   4\\
 6 & 167 & -68\\
-4 &  24 & -41
\end{pmatrix}.
\]
One finds
\[
q_1=\frac1{14}\begin{pmatrix}12\\6\\-4\end{pmatrix}
=\begin{pmatrix}6/7\\3/7\\-2/7\end{pmatrix},\quad
r_{11}=14,
\]
\[
v_2=a_2-r_{12}\,q_1,\quad
r_{12}=q_1^Ta_2=21,\quad
\|v_2\|=175,\quad
q_2=v_2/175
=\begin{pmatrix}-69/175\\158/175\\6/35\end{pmatrix},
\]
\[
r_{22}=175,\quad
r_{23}=q_2^Ta_3=-70,\quad
v_3=a_3-r_{13}q_1-r_{23}q_2,\quad
r_{13}=q_1^Ta_3=-14,
\]
\[
\|v_3\|=35,\quad
q_3=v_3/35
=\begin{pmatrix}-58/175\\6/175\\-33/35\end{pmatrix},
\quad
r_{33}=35.
\]
Hence
\[
Q=\begin{pmatrix}
6/7   & -\,69/175 & -\,58/175\\
3/7   & 158/175   &   6/175\\
-2/7  &   6/35    & -\,33/35
\end{pmatrix},\qquad
R=\begin{pmatrix}
14 & 21  & -14\\
 0 &175  & -70\\
 0 &  0  &  35
\end{pmatrix},
\]
with \(Q^TQ=I\) and \(QR=A\)."
34,"We seek a single Householder‐reflection which annihilates the $(3,1)$–entry of $A$.  Set
$$x=\begin{pmatrix}a_{21}\\a_{31}\end{pmatrix}=\begin{pmatrix}1\\0\end{pmatrix},\qquad 
\|x\|_2=1,\qquad 
\alpha=-\operatorname{sign}(x_1)\,\|x\|_2=-1.$$ 
Then 
$$v=x-\alpha e_1=\begin{pmatrix}1-(-1)\\0\end{pmatrix}=\begin{pmatrix}2\\0\end{pmatrix},\qquad
\beta=v^Tv=4,\qquad
u=\frac v{\sqrt\beta}=\begin{pmatrix}1\\0\end{pmatrix}.$$ 
The $2\times2$ Householder is 
$$\widehat H=I_2-2\,u\,u^T=\begin{pmatrix}-1&0\\0&1\end{pmatrix},$$ 
and we embed it into $H_1\in\R^{3\times3}$ by
$$H_1=\begin{pmatrix}1&0^T\\0&\widehat H\end{pmatrix}
=\begin{pmatrix}1&0&0\\0&-1&0\\0&0&1\end{pmatrix}.$$
Finally
$$A_1=H_1\,A\,H_1
=\begin{pmatrix}1&0&0\\0&-1&0\\0&0&1\end{pmatrix}
\begin{pmatrix}5&1&0\\1&6&3\\0&3&7\end{pmatrix}
\begin{pmatrix}1&0&0\\0&-1&0\\0&0&1\end{pmatrix}
=\begin{pmatrix}5&-1&0\\-1&6&-3\\0&-3&7\end{pmatrix},$$
which is (obviously) symmetric tridiagonal."
35,"Let  
\(A=\begin{pmatrix}
4&1&-2&2\\
1&2&0&1\\
-2&0&3&-2\\
2&1&-2&-1
\end{pmatrix}\)  
be reduced in two steps to tridiagonal form.

1. First Householder on the 2–4 subvector of column 1.  Set  
\[
x^{(1)}=\begin{pmatrix}1\\-2\\2\end{pmatrix},\quad 
\alpha_1=-\|x^{(1)}\|_2=-3,\quad
u^{(1)}=x^{(1)}-\alpha_1e_1=\begin{pmatrix}4\\-2\\2\end{pmatrix},\quad
v^{(1)}=\frac{u^{(1)}}{\|u^{(1)}\|_2}=\frac1{2\sqrt6}\begin{pmatrix}4\\-2\\2\end{pmatrix}.
\]  
Define  
\[
H_1=\begin{pmatrix}1&0\\0&I_3-2\,v^{(1)}(v^{(1)})^T\end{pmatrix},
\]
then  
\[
A^{(1)}=H_1\,A\,H_1
=\begin{pmatrix}
4&-3&0&0\\
-3&\frac{10}{3}&1&\frac{4}{3}\\
0&1&\frac{5}{3}&-\frac{4}{3}\\
0&\frac{4}{3}&-\frac{4}{3}&-1
\end{pmatrix}.
\]

2. Second Householder on the 3–4 subvector of column 2 of \(A^{(1)}\).  Set  
\[
x^{(2)}=\begin{pmatrix}1\\\tfrac{4}{3}\end{pmatrix},\quad
\alpha_2=-\|x^{(2)}\|_2=-\tfrac{5}{3},\quad
u^{(2)}=x^{(2)}-\alpha_2e_1=\begin{pmatrix}\tfrac{8}{3}\\\tfrac{4}{3}\end{pmatrix},\quad
v^{(2)}=\frac{u^{(2)}}{\|u^{(2)}\|_2}
=\frac1{\sqrt5}\begin{pmatrix}2\\1\end{pmatrix}.
\]  
Define  
\[
H_2=\begin{pmatrix}
I_2&0\\
0&I_2-2\,v^{(2)}(v^{(2)})^T
\end{pmatrix},
\]
then the final tridiagonal matrix is  
\[
A_2=H_2\,A^{(1)}\,H_2
=\begin{pmatrix}
4 & -3 & 0 & 0\\
-3 & \tfrac{10}{3} & -\tfrac{5}{3} & 0\\
0 & -\tfrac{5}{3} & -\tfrac{33}{25} & \tfrac{68}{75}\\
0 & 0 & \tfrac{68}{75} & \tfrac{149}{75}
\end{pmatrix},
\]  
which is similar to \(A\) and has nonzeros only on the main and first sub‐ and super‐diagonals."
36,"Let \(A=\begin{pmatrix}12&-51&4\\6&167&-68\\-4&24&-41\end{pmatrix}\).  We wish to annihilate the \((3,1)\)-entry of \(A\) by a similarity
\[
A^{(1)} \;=\; H_1^TA\,H_1,
\]
where \(H_1\) is a Householder reflector acting on the subspace spanned by \(e_2,e_3\).  Set
\[
x \;=\;\begin{pmatrix}6\\-4\end{pmatrix},\qquad
\|x\|_2=\sqrt{6^2+(-4)^2}=2\sqrt{13},\qquad
\alpha=-\sgn(6)\,\|x\|_2=-2\sqrt{13},
\]
\[
u=x-\alpha\,e_1=\begin{pmatrix}6+2\sqrt{13}\\-4\end{pmatrix},\qquad
\beta=u^Tu=104+24\sqrt{13},
\]
\[
v=\frac{1}{\sqrt{\beta}}\begin{pmatrix}0\\6+2\sqrt{13}\\-4\end{pmatrix}\in\R^3.
\]
Then
\[
H_1 \;=\; I-2\,v\,v^T
\;=\;
\begin{pmatrix}
1&0&0\\
0&1&0\\
0&0&1
\end{pmatrix}
\;-\;\frac{2}{104+24\sqrt{13}}
\begin{pmatrix}0\\6+2\sqrt{13}\\-4\end{pmatrix}
\begin{pmatrix}0&(6+2\sqrt{13})&(-4)\end{pmatrix}
\]
which simplifies to
\[
H_1 \;=\;
\begin{pmatrix}
1 & 0 & 0\\[1ex]
0 & -\frac{3\sqrt{13}}{13} & \frac{2\sqrt{13}}{13}\\[1ex]
0 & \frac{2\sqrt{13}}{13} & \frac{3\sqrt{13}}{13}
\end{pmatrix}.
\]
One checks at once that \(H_1^T A\,H_1\) is upper–Hessenberg (in fact has a zero in the \((3,1)\)–position)."
37,"Step 1.  “Left’’ reflector \(H_{1}\) to kill \(a_{21},a_{31}\).  Set 
\[
x^{(1)}=\begin{pmatrix}4\\3\\0\end{pmatrix},\quad 
\alpha_{1}=-\operatorname{sgn}(4)\|x^{(1)}\|_{2}=-5,
\]
\[
u^{(1)}=x^{(1)}-\alpha_{1}e_{1}
=\begin{pmatrix}4+5\\3\\0\end{pmatrix}
=\begin{pmatrix}9\\3\\0\end{pmatrix},\quad
v^{(1)}=\frac{u^{(1)}}{\|u^{(1)}\|},\;\|u^{(1)}\|=3\sqrt{10}.
\]
Hence
\[
H_{1}=I-2\,v^{(1)}(v^{(1)})^{T}
=\;I-\frac{1}{5}\begin{pmatrix}9&3&0\\3&1&0\\0&0&0\end{pmatrix}
=\begin{pmatrix}-\tfrac45&-\tfrac35&0\\[6pt]-\tfrac35&\tfrac45&0\\[3pt]0&0&1\end{pmatrix}.
\]
One checks
\[
A^{(1)}=H_{1}A
=\begin{pmatrix}-5&-\tfrac{34}{5}&-3\\[3pt]0&\tfrac{12}{5}&-1\\[3pt]0&1&7\end{pmatrix}.
\]

Step 2.  “Right’’ reflector \(H_{2}\) to kill \(a^{(1)}_{1,3}\).  Let
\[
x^{(2)}=\begin{pmatrix}-\tfrac{34}{5}\\-3\end{pmatrix},\quad
\|x^{(2)}\|=\frac{\sqrt{1381}}5,\quad
\alpha_{2}=-\operatorname{sgn}(-\tfrac{34}{5})\,\|x^{(2)}\|
=+\frac{\sqrt{1381}}5,
\]
\[
u^{(2)}=x^{(2)}-\alpha_{2}e_{1}
=\begin{pmatrix}-\tfrac{34}{5}-\tfrac{\sqrt{1381}}5\\-3\end{pmatrix},\quad
w^{(2)}=\frac{u^{(2)}}{\|u^{(2)}\|}.
\]
Embed into \(3\times3\) as
\[
H_{2}=\begin{pmatrix}1&0_{1\times2}\\[3pt]0_{2\times1}&I_{2}-2\,w^{(2)}(w^{(2)})^{T}\end{pmatrix},
\]
so that
\[
A^{(2)}=A^{(1)}H_{2}
\approx
\begin{pmatrix}
-5&\;\;\tfrac{\sqrt{1381}}5&0\\[3pt]
0&-1.7924&-1.8835\\[3pt]
0&-3.7401&6.0000
\end{pmatrix}.
\]

Step 3.  “Left’’ reflector \(H_{3}\) to kill \(a^{(2)}_{3,2}\).  Write
\[
x^{(3)}=\begin{pmatrix}-1.7924\\-3.7401\end{pmatrix},\quad
\|x^{(3)}\|\approx4.147,\quad
\alpha_{3}=-\operatorname{sgn}(-1.7924)\,\|x^{(3)}\|\approx+4.147,
\]
\[
u^{(3)}=x^{(3)}-\alpha_{3}e_{1},\quad
v^{(3)}=\frac{u^{(3)}}{\|u^{(3)}\|}.
\]
Embed into \(3\times3\) as
\[
H_{3}=\begin{pmatrix}1&0&0\\0&I_{2}-2\,v^{(3)}(v^{(3)})^{T}\end{pmatrix},
\]
and set
\[
B=H_{3}\,A^{(2)}\approx
\begin{pmatrix}
-5&\;7.430&0\\[3pt]
0&\;4.147&-4.589\\[3pt]
0&\;0&\;4.294
\end{pmatrix},
\]
which is upper‐bidiagonal.  Finally one has the bidiagonalization
\[
U^{T}AV
=B,\quad
U=H_{3}H_{1},\quad V=H_{2}.
\]"
38,"Let  
$$A=\begin{pmatrix}5&4&3\\4&6&1\\3&1&7\end{pmatrix}$$  
be our symmetric matrix. We wish to find a reflector \(H\) so that  
\[
T=H\,A\,H
\]  
is tridiagonal.  Since \(A\in\R^{3\times3}\), one Householder step suffices to zero out \(A_{31}\).  

1.  Partition the first column of \(A\) below the diagonal:  
   \[
   x=\begin{pmatrix}A_{21}\\A_{31}\end{pmatrix}
     =\begin{pmatrix}4\\3\end{pmatrix},\qquad \|x\|_2=\sqrt{4^2+3^2}=5.
   \]

2.  Form the 2-vector  
   \[
   v_{2} = x + \operatorname{sign}(x_1)\,\|x\|_2\,e_1
          =\begin{pmatrix}4\\3\end{pmatrix} + 5\begin{pmatrix}1\\0\end{pmatrix}
          =\begin{pmatrix}9\\3\end{pmatrix},\qquad
   v_2^T v_2 = 9^2+3^2=90.
   \]

3.  Embed \(v_2\) in \(\R^3\) by   
   \[
   v=\begin{pmatrix}0\\9\\3\end{pmatrix},\qquad
   \beta=\frac{2}{v^T v}=\frac{2}{90}=\frac1{45}.
   \]

4.  The Householder reflector is  
   \[
   H = I - \beta\,v\,v^T
     =I - \frac1{45}\begin{pmatrix}0\\9\\3\end{pmatrix}
                     \begin{pmatrix}0&9&3\end{pmatrix}
     =\begin{pmatrix}
        1 & 0    & 0   \\
        0 & 1-\tfrac{2\cdot81}{90} & -\tfrac{2\cdot27}{90}\\[6pt]
        0 & -\tfrac{2\cdot27}{90} & 1-\tfrac{2\cdot9}{90}
       \end{pmatrix}
     =\begin{pmatrix}
        1   & 0    & 0\\
        0   & -\tfrac45 & -\tfrac35\\
        0   & -\tfrac35 &  \tfrac45
       \end{pmatrix}.
   \]

5.  Finally compute  
   \[
   T = H\,A\,H
     = \begin{pmatrix}
         5 & -5           & 0\\
        -5 & \tfrac{183}{25}& -\tfrac{19}{25}\\
         0 & -\tfrac{19}{25}& \tfrac{142}{25}
       \end{pmatrix}.
   \]

One checks immediately that \(T\) is symmetric tridiagonal and \(\operatorname{tr}T=\operatorname{tr}A=18\)."
39,"The singular‐value decomposition of  
\(A=\begin{pmatrix}1&0&1\\-1&1&0\end{pmatrix}\)  
is given by  
\[
A \;=\; U\,\Sigma\,V^{T},
\]  
with  
\[
U \;=\;\begin{pmatrix}
\dfrac{1}{\sqrt2}&\dfrac{1}{\sqrt2}\\[1ex]
-\dfrac{1}{\sqrt2}&\dfrac{1}{\sqrt2}
\end{pmatrix},\qquad
\Sigma=\begin{pmatrix}\sqrt3&0&0\\0&1&0\end{pmatrix},
\]  
and  
\[
V \;=\;\begin{pmatrix}
\sqrt{\tfrac23}&0&-\tfrac1{\sqrt3}\\[1ex]
-\tfrac1{\sqrt6}&\tfrac1{\sqrt2}&-\tfrac1{\sqrt3}\\[1ex]
\tfrac1{\sqrt6}&\tfrac1{\sqrt2}&\tfrac1{\sqrt3}
\end{pmatrix}.
\]  
One checks easily that the singular values are  
\(\sigma_1=\sqrt3,\;\sigma_2=1\),  
that \(U\in\R^{2\times2}\) and \(V\in\R^{3\times3}\) are orthogonal, and that indeed \(A=U\,\Sigma\,V^T\)."
